0,888202515573088257
1,873697596434513921
2,872668790621863937
3,869988702071779329
4,866816280283807744
5,861769973181624320
6,845459076796616705
7,842892208864923648
8,837012587749474308
9,827228250799742977
10,802247111496568832
11,775096608509886464
12,771004394259247104
13,770743923962707968
14,754011816964026368
